"","callTime_GMT","marketId","inplay","selectionId","competitorStatus","bckPrc1","bckPrc2","bckPrc3","bckSz1","bckSz2","bckSz3","layPrc1","layPrc2","layPrc3","laySz1","laySz2","laySz3"
"1","2017-04-27 16:59:01",1.131267407,FALSE,9527523,"ACTIVE",3.25,3.2,3.15,5.9,137.61,193.93,3.3,3.35,3.4,34.09,97.63,181.44
"2","2017-04-27 16:59:01",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,24.65,568.73,75.89
"3","2017-04-27 16:59:01",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"4","2017-04-27 16:59:01",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"5","2017-04-27 16:59:01",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,9.94,16,151.53
"6","2017-04-27 16:59:01",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"7","2017-04-27 16:59:01",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"8","2017-04-27 16:59:01",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2017-04-27 16:59:01",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2017-04-27 16:59:02",1.131267407,FALSE,9527523,"ACTIVE",3.25,3.2,3.15,5.9,137.61,193.93,3.3,3.35,3.4,34.09,97.63,181.44
"11","2017-04-27 16:59:02",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,24.65,568.73,75.89
"12","2017-04-27 16:59:02",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"13","2017-04-27 16:59:02",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"14","2017-04-27 16:59:02",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,9.94,16,151.53
"15","2017-04-27 16:59:02",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"16","2017-04-27 16:59:02",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"17","2017-04-27 16:59:02",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-04-27 16:59:02",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-04-27 16:59:03",1.131267407,FALSE,9527523,"ACTIVE",3.25,3.2,3.15,5.9,137.61,193.93,3.3,3.35,3.4,34.09,97.63,181.44
"20","2017-04-27 16:59:03",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,5.25,568.73,75.89
"21","2017-04-27 16:59:03",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"22","2017-04-27 16:59:03",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"23","2017-04-27 16:59:03",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,5.48,16,151.53
"24","2017-04-27 16:59:03",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"25","2017-04-27 16:59:03",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"26","2017-04-27 16:59:03",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-04-27 16:59:03",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-04-27 16:59:04",1.131267407,FALSE,9527523,"ACTIVE",3.25,3.2,3.15,5.9,137.61,193.93,3.3,3.35,3.4,34.09,97.63,181.44
"29","2017-04-27 16:59:04",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,5.25,568.73,75.89
"30","2017-04-27 16:59:04",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"31","2017-04-27 16:59:04",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"32","2017-04-27 16:59:04",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,5.48,16,151.53
"33","2017-04-27 16:59:04",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"34","2017-04-27 16:59:04",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"35","2017-04-27 16:59:04",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-04-27 16:59:04",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-04-27 16:59:04",1.131267407,FALSE,9527523,"ACTIVE",3.25,3.2,3.15,5.9,137.61,193.93,3.3,3.35,3.4,34.09,97.63,181.44
"38","2017-04-27 16:59:04",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,5.25,568.73,75.89
"39","2017-04-27 16:59:04",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"40","2017-04-27 16:59:04",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"41","2017-04-27 16:59:04",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,5.48,16,151.53
"42","2017-04-27 16:59:04",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"43","2017-04-27 16:59:04",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"44","2017-04-27 16:59:04",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-04-27 16:59:04",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-04-27 16:59:05",1.131267407,FALSE,9527523,"ACTIVE",3.25,3.2,3.15,5.9,137.61,193.93,3.3,3.35,3.4,34.09,97.63,181.44
"47","2017-04-27 16:59:05",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,5.25,568.73,75.89
"48","2017-04-27 16:59:05",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"49","2017-04-27 16:59:05",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"50","2017-04-27 16:59:05",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,5.48,16,151.53
"51","2017-04-27 16:59:05",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"52","2017-04-27 16:59:05",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"53","2017-04-27 16:59:05",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-04-27 16:59:05",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-04-27 16:59:06",1.131267407,FALSE,9527523,"ACTIVE",3.2,3.15,3.1,138.51,193.93,117.74,3.3,3.35,3.4,34.09,97.63,181.44
"56","2017-04-27 16:59:06",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,5.25,568.73,75.89
"57","2017-04-27 16:59:06",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"58","2017-04-27 16:59:06",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"59","2017-04-27 16:59:06",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,5.48,16,151.53
"60","2017-04-27 16:59:06",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"61","2017-04-27 16:59:06",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"62","2017-04-27 16:59:06",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-04-27 16:59:06",1.131267407,FALSE,7995005,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-04-27 16:59:07",1.131267407,FALSE,9527523,"ACTIVE",3.2,3.15,3.1,138.51,54.93,85.74,3.3,3.35,3.4,60.59,97.63,167.44
"65","2017-04-27 16:59:07",1.131267407,FALSE,10391947,"ACTIVE",3.6,3.55,3.5,82.24,151.31,90.67,3.65,3.7,3.75,5.25,568.73,75.89
"66","2017-04-27 16:59:07",1.131267407,FALSE,655604,"ACTIVE",7.2,7,6.8,14.38,22.24,18.09,7.6,7.8,8,25.37,81.72,28.63
"67","2017-04-27 16:59:07",1.131267407,FALSE,9476718,"ACTIVE",10.5,10,9.8,15.3,62.08,20.53,11.5,12,12.5,24.58,51.27,14.22
"68","2017-04-27 16:59:07",1.131267407,FALSE,7272305,"ACTIVE",13,12.5,12,23.86,26.73,19.48,13.5,14,14.5,5.48,16,151.53
"69","2017-04-27 16:59:07",1.131267407,FALSE,7272347,"ACTIVE",14.5,14,13.5,18.24,27.37,64.96,15.5,16,16.5,12.02,25.22,2.66
"70","2017-04-27 16:59:07",1.131267407,FALSE,7809561,"ACTIVE",19.5,19,18.5,5.16,11.85,22.99,20,21,22,3,33.04,33.04
"71","2017-04-27 16:59:07",1.131267407,FALSE,3677140,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
